Step, Time, BitDepth, HoleDepth, blockPosition. JointLength, hookload, DWOB, Torque, RPM, PumpPress, FlowRate
Step 4 Kelly, 136800, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 136850, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 136900, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 136950, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 137000, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 137050, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 137100, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 137150, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 137200, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 137250, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 137300, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 137350, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 137400, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 137450, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 137500, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 137550, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 137600, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 137650, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 137700, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 137750, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 137800, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 137850, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 137900, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 137950, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 138000, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 138050, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 138100, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 138150, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 138200, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 138250, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 138300, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 138350, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 138400, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 138450, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 138500, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 138550, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 138600, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 138650, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 138700, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 138750, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 138800, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 138850, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 138900, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 138950, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 139000, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 139050, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 139100, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 139150, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 139200, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 139250, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 139300, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 139350, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 139400, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 139450, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 139500, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 139550, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 139600, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 139650, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 139700, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 139750, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 139800, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 139850, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 139900, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 139950, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 140000, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 140050, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 140100, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 140150, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 140200, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 140250, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 140300, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 140350, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 140400, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 140450, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 140500, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 140550, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 140600, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 140650, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 140700, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 140750, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 140800, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 140850, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 140900, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 140950, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 141000, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 141050, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 141100, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 141150, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 141200, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 141250, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 141300, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 141350, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 141400, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 141450, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 141500, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 141550, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 141600, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 141650, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 141700, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 141750, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 141800, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 141850, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 141900, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 141950, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 142000, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 142050, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 142100, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 142150, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 142200, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 142250, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 142300, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 142350, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 142400, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 142450, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 142500, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 142550, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 142600, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 142650, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 142700, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 142750, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 142800, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 142850, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 142900, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 142950, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 143000, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 143050, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 143100, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 143150, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 143200, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 143250, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 143300, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 143350, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 143400, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 143450, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 143500, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 143550, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 143600, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 143650, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 143700, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 143750, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 143800, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 143850, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 143900, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 143950, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 144000, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 144050, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 144100, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 144150, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 144200, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 144250, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 144300, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 144350, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 144400, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 144450, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 144500, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 144550, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 144600, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 144650, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 144700, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 144750, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 144800, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 144850, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 144900, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 144950, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 145000, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 145050, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 145100, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 145150, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 145200, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 145250, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 145300, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 145350, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 145400, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 145450, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 145500, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 145550, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 145600, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 145650, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 145700, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 145750, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 145800, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 145850, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 145900, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 145950, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 146000, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 146050, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 146100, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 146150, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 146200, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 146250, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 146300, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 146350, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 146400, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 146450, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 146500, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 146550, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 146600, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 146650, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 146700, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 146750, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 146800, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 146850, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 146900, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 146950, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 147000, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 147050, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 147100, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 147150, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 147200, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 147250, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 147300, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 147350, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 147400, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 147450, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 147500, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 147550, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 147600, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 147650, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 147700, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 147750, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
Step 4 Kelly, 147800, 4975.93947005945, 4982.6, 39.960529940508, 0, 143593.077481391, 0, 0, 0, 0, 0
